Morad Tahbazs daughter calls on US UK to do everything they can to free her father from Iran: On the fifth anniversary of her fathers arrest the daughter of a man wrongfully detained in Iran is calling on the governments of the United States and United Kingdom to do whatever they can to bring him home., negative
Iran cites Prince Harrys book in defending its decision to execute a British-Iranian citizen: Iran executed UK-Iran citizen Alireza Akbari on Saturday drawing a harsh response from the UK government. Iran accused the UK of hypocrisy., negative
Iran condemns sanctions imposed by EU Britain and threatens ... - Reuters: Iran on Tuesday strongly condemned new sanctions imposed by the European Union and Britain and said it would retaliate after the West stepped up pressure on Iran over its crackdown on protests., negative
Iran appoints new central bank chief - Reuters: Iran on Thursday appointed Mohammad Reza Farzin as head of the central bank state news agency IRNA said., positive
Opinion: Irans most powerful weapon isnt working: The executions this week of a karate champion and volunteer childrens coach add to the growing number of protesters killed since Iranians took to the streets almost four months ago. But as Frida Ghitis writes the executions have only reignited protests., negative
Iran protests: Crowd gathers outside prison in bid to stop executions: A crowd gathered in Karaj amid reports authorities were preparing to execute another two protesters., negative
The Mesopotamian Marshes Are Disappearing Again: The World Heritage site in southern Iraq survived Saddam Hussein’s campaign to drain the wetlands. Now they’re drying up and biodiversity is collapsing., negative
France Iraq sign comprehensive strategic partnership agreement ... - Reuters: French President Emmanuel Macron met with Iraq Prime Minister Mohammed Shia al-Sudani on Thursday the French presidency said signing a set of strategic agreements meant to boost Iraqs economic cooperation with the European country., positive
How an Iraqi Instagram Influencer Became a People Smuggler: Abdulrahman Khalid was forced to flee his country because of his outspoken atheism. Now he’s helping others in the same position—for profit., negative
Iraqs December oil output stable in line with OPEC+ quota -SOMO ... - Reuters: Iraq produced 4.43 million barrels per day (bpd) of crude in December unchanged from the previous month data from state-owned marketer SOMO seen by Reuters showed on Tuesday., neutral
U.S. Turkey target financial network linked to Islamic State - Reuters: The U.S. Treasury Department said on Thursday it was taking joint action with Turkey against a network it said played a key role in money management transfer and distribution for the Islamic State militant group operating in Iraq and Syria., negative
Germany in talks with Iraq over possible gas imports - Chancellor - Reuters.com: Germany is in talks with the Iraqi government over the possibility of importing natural gas from the oil-rich country Chancellor Olaf Scholz said on Friday as Berlin scrambles to diversify its energy sources following the fall of Russian fossil fuel imports., positive
Ukraine needs more weapons now because Putin clearly thinks he can still win former US general Petraeus says: Ukraine needs firepower to counter a likely attack from Russia said David Petraeus the retired general who led US forces in Iraq and later the CIA., neutral
‘It used to be like heaven’: the Iraq wetlands decimated by the climate crisis – in pictures: The people of the Hawizeh marshes of southern Iraq have an ancient history living in the world’s most unique and biodiverse wetlands. The region has been reduced to near-desert as a result of the climate crisis devastated by drought and man-made dams. Thousa…, negative
Factbox: Irans Revolutionary Guards: from military operations to ... - Reuters.com: Irans armed forces general staff which coordinates activities between its conventional army and the Revolutionary Guard Corps <a href=/world/middle-east/iran-warns-eu-against-listing-revolutionary-guards-terrorist-entity-2023-01-19/>warned</a> the Europe…, neutral
Ex-US Navy SEAL killed in Ukraine: An ex-US Navy SEAL who deserted the American military nearly four years ago was killed fighting in Ukraine according to the Navy., negative
US has moved munitions stored in Israel for use by Ukraine: The United States has transferred American munitions stored in Israel for use in Ukraine and plans to send more soon US and Israeli officials told CNN Wednesday., neutral
Gaza militants fire rockets toward Israel after Israeli troops killed 9 Palestinians: Gaza militants fired rockets toward Israel and Israeli warplanes bombed Hamas sites in Gaza. The Israel-Gaza violence caused no injuries., negative
Azerbaijan appoints first ever ambassador to Israel amid Iran row - Reuters: Azerbaijan appointed its first ever ambassador to Israel on Wednesday amid escalating tensions with its large southern neighbour Iran., negative
New Israel Finance Minister Smotrich promises fiscal responsibility - Reuters: Bezalel Smotrich took over as Israels finance minister on Sunday pledging fiscal responsibility and a boost to competition while working to tackle high living costs at a time of elevated inflation and slowing global economic growth., positive
Israel posts 5.3% inflation rate in 2022 - Reuters.com: Israel posted an inflation rate of 5.3% in 2022 Israels Central Bureau of Statistics said on Sunday citing gains of housing food and transportation and telecommunications prices., neutral
Israel vows to protect its military from politics - Reuters: Israeli leaders vowed on Monday to keep the countrys conscript military free of politics after Prime Minister Benjamin Netanyahu gave far-right coalition partners increased control over security forces and settlements in the occupied West Bank., positive
Israel Discount Bank ordered to divest credit card business - Reuters.com: Israel Discount Bank <a href=https://www.reuters.com/companies/DSCT.TA target=_blank>(DSCT.TA)</a> will have to sell its credit card business CAL under draft rules aimed at boosting competition in the countrys banking and credit sectors., neutral
Israel to abandon plastic tax despite environmental concerns - Reuters: Israels new government will abandon the countrys tax on single-use plastic plates and utensils Finance Minister Bezalel Smotrich said on Sunday despite environmental concerns., positive
Netanyahu governments pledged judicial reform rattles Israel - Reuters: Israels new hard-right government seeks reforms to the judiciary to limit its influence on government policy and give politicians a bigger role in picking top judges alarming opponents who fear it will hurt democracy and minority rights., negative
Robots Fitted With Live Locust Antennae Could Be the Next Sniffer Dogs - CNET: So far a sniffing cyborg out of Israel can successfully smell things like whiskey marzipan and lemons., positive
EU calls screening of travellers from China unjustified: Italy is responding to Chinas Covid surge with mandatory testing - but the EU will not follow suit., negative
Gianluca Vialli: Roberto Mancini tribute to friend and team-mate: Italy head coach Roberto Mancini says little brother Gianluca Vialli was a perfect and courageous man following his death at the age of 58., neutral
Italy police seize Rubens masterpiece after fraud investigation - Reuters: Italian police said on Friday they had seized a painting on display by the 17th century Flemish master Peter Paul Rubens after a fraud investigation into its owners., negative
Germany exploring trilateral gas solidarity deal with Italy Switzerland - Reuters: Germany is exploring a trilateral solidarity agreement with Italy and Switzerland to provide mutual support in the event of an extreme gas shortage the economy ministry said on Tuesday., neutral
Irans crackdown on protesters unacceptable and intolerable Italy ... - Reuters: Irans repression of protesters including with the death penalty is unacceptable and intolerable Italian Prime Minister Giorgia Meloni said on Thursday., negative
Italy to safeguard jobs in Lukoil refinery sale - Reuters: The Italian government will ensure that jobs are protected and environmental standards maintained in the sale of a Sicilian refinery owned by Russia Lukoil <a href=https://www.reuters.com/companies/LKOH.MM target=_blank>(LKOH.MM)</a> Industry Minister Ad…, neutral
Italy rejects NGO ships request for closer safe port - Reuters.com: The Italian government has rejected a request from a ship run by Doctors Without Borders non-governmental organisation (NGO) to assign a safe port closer to the place where it rescued 73 migrants an NGO official said on Sunday., neutral
Former Italy striker Vialli dies aged 58 - ANSA - Reuters: Former Italian soccer star Gianluca Vialli has died from cancer at the age of 58 Italian news agency ANSA said on Friday., neutral
Italy Albania drug-trafficking network dismantled says Europol - Reuters: Law enforcement authorities have dismantled a network of drug traffickers in Italy and Albania Europes Europol police agency said on Thursday., positive
Italy seeks clarification prompt solution to massive email outage - Reuters: Italys government has sought clarification over an outage that has been affecting nine million users of Internet provider Italiaonlines webmail services since Jan. 23 it said on Wednesday., negative
England produce strong finish to win series-opener against Jamaica: <ul><li>England 73-52 Jamaica</li><li>Vitality Roses pull away in fourth quarter in Manchester</li></ul>England produced a stunning fourth-quarter display to beat Jamaica 73-52 in Manchester.The Vitality Roses were trailing by three points at half-time follow…, positive
Sports World Is Saddened By The Usain Bolt Update - The Spun: <ol><li>Sports World Is Saddened By The Usain Bolt Update  The Spun </li><li>Usain Bolt missing US$12.7M from his account his lawyers say  CTV News </li><li>Usain Bolt seeks missing $12.7M from Jamaica investment firm  Toronto Sun </li><li>Usain Bolts la…, negative
Jhaniele Fowler helps Jamaica force netball series decider against England: <ul><li>England 58-61 Jamaica</li><li>Teams will settle three-match series at Copper Box on Sunday</li></ul>Jamaica forced a deciding game with England in their three-match series after coming from behind early on to win 61-58 at London’s Copper Box Arena. Jo…, positive
Olympic sprinter Usain Bolt has discovered a mysterious $12 million hole in his bank account: Bolt is missing $12.7 million from an investment account held with Kingston Jamaica based firm Stocks and Securities Ltd., negative
Usain Bolt missing US$12.7M from his account his lawyers say - CTV News: <ol><li>Usain Bolt missing US$12.7M from his account his lawyers say  CTV News </li><li>Usain Bolt seeks missing $12.7M from Jamaica investment firm  The Province </li><li>Usain Bolt lawyers say $12.7m is missing from Olympic champion’s account  The Guardi…, neutral
Usain Bolt seeks missing $12.7 mln from Jamaica investment firm - Reuters: Olympic champion Usain Bolt is seeking to recover more than $12.7 million that disappeared from his account with a Jamaican investment firm and is willing to take the case to court if necessary Bolts attorney said., neutral
Jamaica seizes $80 million worth of cocaine from cargo ship - Reuters.com: Jamaican authorities have seized an estimated $80 million worth of cocaine from a ship at the port of Kingston in one of the countrys biggest-ever drug busts authorities said., positive
England netball defeat Jamaica in tight encounter to take 2-1 series victory: <ul><li>England 63-59 Jamaica</li><li>Skipper Natalie Metcalf shines in second-half recovery </li></ul>England fought back from a half-time deficit to beat Jamaica 63-59 in their series decider.With the three-match series tied 1-1 there was a keen sense of a…, positive
Usain Bolt has lost £10.2m to fraud says lawyer: Olympic champion Usain Bolt is seeking to recover more than $12.7 million (£10.2m) that his lawyer said he has lost due to fraud., neutral
Grace Wales Bonner pays homage to black icons in Paris show: Frontrunner for Louis Vuitton job enlists Kendrick Lamar Lubaina Himid and the Jamaica football team for new collectionBackstage after her Paris show the British menswear designer Grace Wales Bonner said she wasn’t interested in the rumours spreading across…, neutral
US Netherlands and Japan reportedly agree to limit Chinas access to chipmaking equipment: The Biden administration has reportedly reached an agreement with the Netherlands and Japan to restrict China’s access to advanced chipmaking machinery. According to Bloomberg  officials from the two countries agreed on Friday to adopt some of the same expo…, negative
Japan PM says country on the brink over falling birth rate: Fumio Kishida says Japan is on the brink of not being able to function due to its falling birth rate., negative
Japan considers downgrading Covid-19 to same level as seasonal flu: Japan will consider downgrading Covid-19 to the same category as seasonal influenza this spring Prime Minister Fumio Kishida announced Friday., neutral
Jin Tian: Eight dead after cargo ship sinks off coast of Japan: Rescue workers are looking for survivors after the Hong Kong-flagged Jin Tian sank on Tuesday., negative
BOJ more upbeat on regional Japan wage prospects - Reuters: The Bank of Japan on Thursday offered a more optimistic view on the countrys economic health and pointed to growing number of firms planning wage increases underscoring its conviction that Japan is on track to achieve its 2% inflation target., neutral
Column: Bank of Japan shift exposes global bond cracks: McGeever - Reuters: Japan risks pulling the rug from under the much-touted year of the bond., neutral
What This Fearsome Weapon Reveals About Early Americans: The hottest West Coast tech 16000 years ago was a “projectile point” for hunting game. Though tiny the artifact tells an outsize tale., neutral
Japan finmin cautions against changes to debt redemption rule - Reuters: Japanese Finance Minister Shunichi Suzuki cautioned against making any change to the governments debt redemption rule as it helps the government maintain fiscal discipline., negative
Japan Nov household spending unexpectedly falls 1.2% year/year - Reuters.com: Japanese household spending fell 1.2% in November from a year earlier government data showed on Tuesday versus a median market forecast for a 0.5% gain., negative
Japan lodges protest to China over visa suspension - Reuters: Japan lodged a protest to China over the suspension of visas for Japanese citizens and asked that it overturn the action Chief Cabinet Secretary Hirokazu Matsuno said on Wednesday., negative
Mixed emotions as McDonalds leaves Kazakhstan - Reuters.com: Workers removed the branding from McDonalds outlets in Kazakhstans biggest city Almaty on Friday after the fast food giants local business appeared to fall victim to collateral damage from the Russia-Ukraine war., neutral
Russias McDonalds successor applies for trademark in Kazakhstan - Reuters: Vkusno & tochka the Russian successor brand to McDonalds <a href=https://www.reuters.com/companies/MCD.N target=_blank>(MCD.N)</a> has applied to have its trademarks registered in neighbouring Kazakhstan following the U.S. companys exit from its marke…, neutral
McDonalds set to exit Kazakhstan on Russian war spillover ... - Reuters: McDonalds Corp <a href=https://www.reuters.com/companies/MCD.N target=_blank>(MCD.N)</a> is set to abandon Kazakhstan as disruptions triggered by the Ukraine crisis have left the nation without a substitute for Russian meat supplies Bloomberg News repor…, neutral
Kazakhstan to deport Russian major who fled his country over war - Reuters: Kazakhstan is preparing to deport a Russian security officer who fled his country because he objected to the invasion of Ukraine and hoped to find refuge in the West his wife said on Thursday., negative
Iranian chess player was warned not to return to Iran after competing ... - Reuters.com: An Iranian chess player arrived in Spain on Tuesday after receiving what a source close to her said were warnings not to return to Iran for competing without a hijab at an international tournament in Kazakhstan., negative
One of Russias main allies closed a visa loophole used by Russians fleeing conscription to fight in Ukraine: Thousands of Russians many evading being drafted into the military fled into the Central Asian nation of Kazakhstan in recent months., neutral
January oil loadings from Russias Baltic ports set to jump 50% vs Dec - Reuters: Urals and KEBCO crude oil loadings from Russias Baltic ports of Primorsk and Ust-Luga in January are set to rise by 50% from December as sellers try to meet strong demand in Asia and benefit from rising global energy prices traders said and Reuters calculat…, neutral
Poland increased imports of seaborne LPG by 73% in 2022 - Reuters: Poland the largest buyer of Russian liquefied petroleum gas raised seaborne imports of European LPG by 73% last year replacing rail supplies from Russia Belarus and Kazakhstan with cheaper products from Scandinavia and the Amsterdam-Rotterdam-Antwerp hub…, positive
Russias rebranded McDonalds may expand into Kazakhstan after McDonalds reportedly banned its restaurants there from selling Russian meat forcing them to close: McDonalds 24 Kazakh restaurants announced their permanent closure earlier this month citing supply issues., neutral
Former McDonalds restaurants reopen without branding in ... - Reuters: Several restaurants which used to operate under the McDonalds <a href=https://www.reuters.com/companies/MCD.N target=_blank>(MCD.N)</a> brand in Kazakhstan reopened on Monday with no branding to serve fast food under generic names such as Cheeseburger…, neutral
Origins of plague could have emerged centuries before outbreaks new study suggests: In the largest DNA analysis of its kind scientists have found evidence to suggest that historic plague pandemics such as the Black Death were not caused by newly evolved strains of bacteria but ones that could have emerged up to centuries before their outb…, negative
Your pictures on the theme of open doors: A selection of striking images from our readers around the world., neutral
Another country Putin thought was his friend has snubbed Russia by refusing to host its military for routine exercises: The latest Russian ally to distance itself from Putin is Armenia which has accused Russia of failing to help in its ongoing conflict with Azerbaijan., negative
Dubai property price rises seen slowing further in 2023 - Betterhomes - Reuters.com: Residential property prices in Dubai are expected to rise at a slower pace in 2023 after a record year that saw a more than 60% increase in total units sold according to one of the citys biggest real estate consultancies., neutral
Chinas Xi calls for greater cooperation with Turkmenistan on natural ... - Reuters.com: Chinese President Xi Jinping said on Friday he wants more cooperation with Turkmenistan on energy Chinese state television reported., positive
Apple changing App Store prices in the UK and several other countries: Apple announced on Friday that it will soon change App Store prices in multiple countries including Colombia South Africa and the United Kingdom. The price increases will take effect on both App Store apps and in-app purchases starting in February.  more… …, neutral
App Store prices set to increase in United Kingdom others: Apple has announced that due to changes in foreign exchange rates it will raise prices of both apps and in-app purchases made in several countries starting on February 13.App Store prices to The countries that will see price increases include: Read more..., neutral
App Store Prices Increasing in the UK and Other Countries on February 13: App Store prices are going up in the United Kingdom and several other countries starting on February 13 Apple announced today. The changes are being implemented due to shifts in taxes and foreign exchange rates.      App and in-app purchase prices in Colombi…, neutral
Kyrgyzstan country profile: Provides overview key facts and events timelines and leader profiles along with current news about Kyrgyzstan, neutral
Microsoft Announces Store Ads & Other Updates via @sejournal @brookeosmundson: Microsoft makes its first advertising product announcements and updates of 2023. Heres everything advertisers need to know. The post Microsoft Announces Store Ads & Other Updates appeared first on Search Engine Journal., neutral
European weather: Winter heat records smashed all over continent: From Spain to Latvia national and regional records for January are broken across the continent., negative
